zone_order,level_order,stage,level_name,zone,element_id,category,effective_category,zmin
999,1,99900100004,GF,UNZONED,447894,Structural Columns,COLUMN,0.0
999,1,99900100004,GF,UNZONED,447924,Structural Columns,COLUMN,0.0
999,1,99900100005,GF,UNZONED,447855,Structural Columns,COLUMN,0.0
999,1,99900100005,GF,UNZONED,447895,Structural Columns,COLUMN,0.0
999,1,99900100005,GF,UNZONED,447925,Structural Columns,COLUMN,0.0
999,1,99900100006,GF,UNZONED,447506,Structural Columns,COLUMN,0.0
999,1,99900100006,GF,UNZONED,447546,Structural Columns,COLUMN,0.0
999,1,99900100006,GF,UNZONED,447926,Structural Columns,COLUMN,0.0
999,1,99900100007,GF,UNZONED,456317,Structural Columns,COLUMN,0.0
999,1,99900100009,GF,UNZONED,446149,Structural Columns,COLUMN,0.0
999,1,99900192629,GF,UNZONED,459949,Floors,SLAB,-0.738188976377
999,2,99900278740,FF,UNZONED,451910,Structural Framing,BEAM,7.87401574803
999,2,99900278743,FF,UNZONED,451833,Structural Framing,BEAM,7.87401574803
999,2,99900278743,FF,UNZONED,452003,Structural Framing,BEAM,7.87401574803
999,2,99900278744,FF,UNZONED,452074,Structural Framing,BEAM,7.87401574803
999,2,99900278745,FF,UNZONED,451745,Structural Framing,BEAM,7.87401574803
999,2,99900278747,FF,UNZONED,451807,Structural Framing,BEAM,7.87401574803
999,2,99900278747,FF,UNZONED,452037,Structural Framing,BEAM,7.87401574803
999,2,99900278748,FF,UNZONED,451938,Structural Framing,BEAM,7.87401574803
999,2,99900278749,FF,UNZONED,451859,Structural Framing,BEAM,7.87401574803
999,2,99900293508,FF,UNZONED,452128,Structural Foundations,SLAB,9.35039370079
999,2,99900298430,FF,UNZONED,456750,Structural Columns,COLUMN,9.84251968504
999,2,99900298430,FF,UNZONED,456760,Structural Columns,COLUMN,9.84251968504
999,2,99900298431,FF,UNZONED,456751,Structural Columns,COLUMN,9.84251968504
999,2,99900298431,FF,UNZONED,456761,Structural Columns,COLUMN,9.84251968504
999,2,99900298432,FF,UNZONED,456752,Structural Columns,COLUMN,9.84251968504
999,2,99900298432,FF,UNZONED,456762,Structural Columns,COLUMN,9.84251968504
999,2,99900298433,FF,UNZONED,456743,Structural Columns,COLUMN,9.84251968504
999,2,99900298433,FF,UNZONED,456753,Structural Columns,COLUMN,9.84251968504
999,2,99900298434,FF,UNZONED,456744,Structural Columns,COLUMN,9.84251968504
999,2,99900298434,FF,UNZONED,456754,Structural Columns,COLUMN,9.84251968504
999,2,99900298435,FF,UNZONED,456745,Structural Columns,COLUMN,9.84251968504
999,2,99900298435,FF,UNZONED,456755,Structural Columns,COLUMN,9.84251968504
999,2,99900298436,FF,UNZONED,456746,Structural Columns,COLUMN,9.84251968504
999,2,99900298436,FF,UNZONED,456756,Structural Columns,COLUMN,9.84251968504
999,2,99900298437,FF,UNZONED,456747,Structural Columns,COLUMN,9.84251968504
999,2,99900298437,FF,UNZONED,456757,Structural Columns,COLUMN,9.84251968504
999,2,99900298438,FF,UNZONED,456748,Structural Columns,COLUMN,9.84251968504
999,2,99900298438,FF,UNZONED,456758,Structural Columns,COLUMN,9.84251968504
999,2,99900298439,FF,UNZONED,456749,Structural Columns,COLUMN,9.84251968504
999,2,99900298439,FF,UNZONED,456759,Structural Columns,COLUMN,9.84251968504
999,3,99900377171,SF,UNZONED,457091,Structural Framing,BEAM,17.7165354331
999,3,99900377173,SF,UNZONED,457013,Structural Framing,BEAM,17.7165354331
999,3,99900377175,SF,UNZONED,457035,Structural Framing,BEAM,17.7165354331
999,3,99900377175,SF,UNZONED,457155,Structural Framing,BEAM,17.7165354331
999,3,99900377175,SF,UNZONED,457195,Structural Framing,BEAM,17.7165354331
999,3,99900377177,SF,UNZONED,456967,Structural Framing,BEAM,17.7165354331
999,3,99900377177,SF,UNZONED,456987,Structural Framing,BEAM,17.7165354331
999,3,99900377177,SF,UNZONED,457127,Structural Framing,BEAM,17.7165354331
999,3,99900377179,SF,UNZONED,457219,Structural Framing,BEAM,17.7165354331
999,3,99900391939,SF,UNZONED,457649,Structural Foundations,SLAB,19.1929133858
999,3,99900396850,SF,UNZONED,459360,Structural Columns,COLUMN,19.6850393701
999,3,99900396850,SF,UNZONED,459370,Structural Columns,COLUMN,19.6850393701
999,3,99900396851,SF,UNZONED,459361,Structural Columns,COLUMN,19.6850393701
999,3,99900396851,SF,UNZONED,459371,Structural Columns,COLUMN,19.6850393701
999,3,99900396852,SF,UNZONED,459352,Structural Columns,COLUMN,19.6850393701
999,3,99900396852,SF,UNZONED,459362,Structural Columns,COLUMN,19.6850393701
999,3,99900396853,SF,UNZONED,459353,Structural Columns,COLUMN,19.6850393701
999,3,99900396853,SF,UNZONED,459363,Structural Columns,COLUMN,19.6850393701
999,3,99900396854,SF,UNZONED,459354,Structural Columns,COLUMN,19.6850393701
999,3,99900396854,SF,UNZONED,459364,Structural Columns,COLUMN,19.6850393701
999,3,99900396855,SF,UNZONED,459355,Structural Columns,COLUMN,19.6850393701
999,3,99900396855,SF,UNZONED,459365,Structural Columns,COLUMN,19.6850393701
999,3,99900396856,SF,UNZONED,459356,Structural Columns,COLUMN,19.6850393701
999,3,99900396856,SF,UNZONED,459366,Structural Columns,COLUMN,19.6850393701
999,3,99900396857,SF,UNZONED,459357,Structural Columns,COLUMN,19.6850393701
999,3,99900396857,SF,UNZONED,459367,Structural Columns,COLUMN,19.6850393701
999,3,99900396858,SF,UNZONED,459358,Structural Columns,COLUMN,19.6850393701
999,3,99900396858,SF,UNZONED,459368,Structural Columns,COLUMN,19.6850393701
999,3,99900396859,SF,UNZONED,459359,Structural Columns,COLUMN,19.6850393701
999,3,99900396859,SF,UNZONED,459369,Structural Columns,COLUMN,19.6850393701
999,4,99900475591,TF,UNZONED,459511,Structural Framing,BEAM,27.5590551181
999,4,99900475591,TF,UNZONED,459551,Structural Framing,BEAM,27.5590551181
999,4,99900475592,TF,UNZONED,459682,Structural Framing,BEAM,27.5590551181
999,4,99900475593,TF,UNZONED,459643,Structural Framing,BEAM,27.5590551181
999,4,99900475594,TF,UNZONED,459754,Structural Framing,BEAM,27.5590551181
999,4,99900475597,TF,UNZONED,459587,Structural Framing,BEAM,27.5590551181
999,4,99900475597,TF,UNZONED,459607,Structural Framing,BEAM,27.5590551181
999,4,99900475597,TF,UNZONED,459807,Structural Framing,BEAM,27.5590551181
999,4,99900475598,TF,UNZONED,459718,Structural Framing,BEAM,27.5590551181
999,4,99900490355,TF,UNZONED,459865,Structural Foundations,SLAB,29.0354330709
